"","ewp_name","risk.2025and2026.from2024","rank.2025and2026.from2025","risk.2025only.from2024","riskrank.2025only.from2024","risk.2024and2025.from2023","rank.2024and2025.from2023","widetargeting","narrowtargeting","v2csgender_binary","v2mecenefm_binary","partyban.new.0","partyban.new.1","partyban.new.2","minorityrule","judicialreform","religiousfreedom","pol_killing_approved","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","ses_power_dist","popsize.log2","gdppcgrowth","un_imr_sqrt","efindex","discrimpop","reg.na","reg.eap","reg.sca","reg.mna","reg.eur","ios.iccpr1","battledeaths.log2","coup.try.5yr","mk_ongoing_count_log2","mean_mk_onset_interaction","mk_onset_prev_year","newcountry","mk_ever","year_sq","year","countryage.new.log2","includesnonstate","ccode"
"94","Fiji",0.006168,94,0.003929,95,0.006789,87,0,0,0,0,0,0,1,0,1,4,0,0.775,0,0,0,0,1.07,19.82,3.31,4.03,0.528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,5.781,1,950
"95","Canada",0.005987,95,0.004035,91,0.005943,94,0,0,0,0,0,0,1,0,1,4,0,0.915,0,0,0,0,1.165,25.3,-1.435,2.003,0.73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.304,1,20
"96","Moldova",0.005917,96,0.004002,93,0.003407,130,0,0,0,0,0,0,1,0,1,4,0,0.82,0,0,0,0,1.795,21.19,2.973,3.138,0.427,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,359
"97","Ecuador",0.005911,97,0.003934,94,0.005749,97,0,0,0,0,0,0,1,0,1,4,0,0.874,0,0,0,1,0.242,24.11,-2.841,3.138,0.528,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.607,1,130
"98","Timor-Leste",0.005808,98,0.003683,99,0.005774,95,0,0,0,0,0,0,1,0,1,4,0,0.876,0,1,0,0,0.538,20.42,-3.331,6.023,0.802,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4097000,2024,4.524,1,860
"99","Ghana",0.005766,99,0.003636,102,0.005771,96,0,0,0,0,0,0,1,0,2,4,0,0.866,0,1,0,0,0.584,25.04,3.722,5.481,0.736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.087,1,452
"100","Poland",0.005594,100,0.003649,101,0.005459,99,0,0,0,0,0,0,1,0,1,4,0,0.949,0,1,0,0,2.149,25.12,3.297,1.811,0.069,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4097000,2024,6.741,1,290
"101","Bolivia",0.005452,101,0.004015,92,0.002771,145,0,0,0,1,0,0,1,0,1,4,0,0.799,0,1,0,1,1.67,23.57,0.003116,5.571,0.572,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4097000,2024,7.644,1,145
"102","Romania",0.005451,102,0.003564,103,0.005554,98,0,0,0,0,0,0,1,0,1,4,0,0.966,0,1,0,0,1.23,24.18,0.7616,2.264,0.207,0,0,0,0,0,1,1,0,0,0,2,0,0,1,4097000,2024,7.2,1,360
"103","Honduras",0.005397,103,0.003649,100,0.005453,100,0,0,0,0,0,0,1,0,1,4,0,0.867,0,0,0,1,-0.13,23.37,1.824,3.544,0.229,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.531,1,91
"104","Kyrgystan",0.005209,104,0.003239,107,0.005413,101,0,0,0,1,0,0,1,0,1,4,0,0.675,0,1,0,1,0.092,22.78,7.156,3.48,0.487,0.138,0,0,1,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,703
"105","Paraguay",0.005147,105,0.003503,104,0.005113,102,0,0,0,0,0,0,1,1,1,4,0,0.778,0,0,0,1,0.185,22.72,2.971,3.987,0.179,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,150
"106","Hungary",0.004898,106,0.003125,110,0.004929,103,0,0,0,1,0,0,1,0,1,4,0,0.866,0,1,0,1,0.358,23.19,0.8263,1.702,0.232,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4097000,2024,6.741,1,310
"107","Saudi Arabia",0.004841,107,0.003192,109,0.004772,110,0,0,1,1,1,0,0,1,1,1,0,0.151,1,1,0,1,-1.235,25.07,-2.799,2.459,0.224,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,6.539,1,670
"108","United Kingdom",0.004837,108,0.002994,114,0.004802,107,0,0,0,0,0,0,1,0,1,4,0,0.899,0,1,0,0,0.987,26.04,0.0287,1.907,0.399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,200
"109","Serbia",0.004782,109,0.003043,112,0.004701,111,0,0,0,1,0,0,1,0,1,4,0,0.783,0,1,0,1,0.636,22.65,4.445,1.992,0.396,0.004,0,0,0,0,1,1,0,0,0,4,0,0,1,4097000,2024,6.741,1,345
"110","Japan",0.004781,110,0.002971,115,0.004811,105,0,0,0,0,0,0,1,0,1,4,0,0.878,0,1,0,0,1.396,26.89,0.5207,1.29,0.019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,740
"111","Malaysia",0.004766,111,0.002818,119,0.004895,104,0,0,0,1,0,0,1,0,1,2,0,0.7,0,1,0,1,0.756,25.08,3.839,2.249,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,6.087,1,820
"112","Cyprus",0.004716,112,0.003228,108,0.004809,106,0,0,0,0,0,0,1,0,1,4,0,0.881,0,0,0,1,2.059,20.37,1.018,1.603,0.347,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.022,1,352
"113","Turkmenistan",0.004699,113,0.003341,105,0.004798,109,0,0,0,1,1,0,0,1,0,0,0,0.117,0,1,0,1,-1.919,22.84,0.4894,5.343,0.255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,701
"114","Panama",0.00465,114,0.003264,106,0.004802,108,0,0,0,0,0,0,1,0,1,4,0,0.917,0,0,0,0,-0.649,22.11,1.567,3.217,0.612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.931,1,95
"115","Czech Republic",0.004588,115,0.003078,111,0.004513,114,0,0,0,0,0,0,1,0,1,4,0,0.969,0,1,0,0,1.372,23.38,0.952,1.451,0.262,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4097000,2024,5,1,316
"116","Maldives",0.004357,116,0.002937,116,0.004559,113,0,0,0,0,0,0,1,0,1,0,0,0.785,0,0,0,1,-0.326,19.01,4.774,2.113,0.059,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.907,1,781
"117","Slovakia",0.004319,117,0.002921,117,0.004203,116,0,0,0,0,0,0,1,0,0,3,0,0.827,0,1,0,0,0.686,22.37,2.15,1.977,0.241,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4097000,2024,5,1,317
"118","Dominican Republic",0.004296,118,0.003032,113,0.004175,117,0,0,0,0,0,0,1,0,1,4,0,0.957,0,1,0,0,0.343,23.45,4.067,5.029,0.453,0.023,1,0,0,0,0,1,0,0,0,1,0,0,1,4097000,2024,7.5,1,42
"119","Germany",0.004267,119,0.00286,118,0.004222,115,0,0,0,0,0,0,1,0,1,4,0,0.976,0,1,0,0,1.566,26.32,0.2285,1.68,0.189,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.313,1,255
"120","Spain",0.004146,120,0.002719,125,0.004098,120,0,0,0,0,0,0,1,0,1,4,0,0.958,0,1,0,0,1.154,25.54,2.18,1.484,0.669,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,230
"121","France",0.00413,121,0.002792,120,0.004139,118,0,0,0,0,0,0,1,0,1,4,0,0.948,0,1,0,0,1.478,26.03,0.8277,1.776,0.1,0.006,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,220
"122","Croatia",0.004126,122,0.002727,123,0.004099,119,0,0,0,0,0,0,1,0,1,4,0,0.877,0,1,0,1,0.6,21.88,3.637,1.852,0.171,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4097000,2024,5.087,1,344
"123","Chile",0.004067,123,0.00278,121,0.003869,122,0,0,0,0,0,0,1,0,1,4,0,0.972,0,1,0,1,0.968,24.24,2.094,2.35,0.439,0.099,1,0,0,0,0,1,0,0,0,1,0,0,1,4097000,2024,7.693,1,155
"124","Belarus",0.003913,124,0.002584,128,0.003694,127,0,0,0,1,0,1,0,0,1,2,0,0.029,0,1,1,0,0.87,23.12,4.518,1.571,0.309,0.031,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,370
"125","Italy",0.003872,125,0.00265,126,0.003807,124,0,0,0,0,0,0,1,0,1,4,0,0.936,0,1,0,0,1.71,25.81,0.7385,1.49,0.11,0.001,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,325
"126","Lesotho",0.00385,126,0.002773,122,0.003833,123,0,0,0,0,0,0,1,0,1,4,0,0.821,0,1,0,0,0.975,21.16,1.621,7.39,0.313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.883,1,570
"127","Greece",0.003805,127,0.002594,127,0.003636,128,0,0,0,0,0,1,0,0,1,3,0,0.93,0,1,0,0,2.013,23.31,2.437,1.701,0.167,0.03,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.622,1,350
"128","The Gambia",0.003723,128,0.002502,129,0.003743,125,0,0,0,0,0,0,1,0,1,4,0,0.854,0,1,0,1,0.637,21.4,3.366,5.372,0.762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.907,1,420
"129","Australia",0.003614,129,0.002469,130,0.003695,126,0,0,0,0,0,0,1,0,1,4,0,0.944,0,1,0,0,0.878,24.7,-0.6271,1.622,0.276,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.954,1,900
"130","Uruguay",0.003581,130,0.002723,124,0.001495,168,0,0,0,0,0,0,1,0,1,4,0,0.936,0,0,0,0,1.368,21.69,3.154,2.433,0.176,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.607,1,165
"131","Guyana",0.003571,131,0.002438,131,0.003518,129,0,0,0,0,0,0,1,0,1,4,0,0.832,0,0,0,0,0.988,19.66,42.56,4.274,0.695,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.883,1,110
"132","Netherlands",0.003276,132,0.002322,133,0.00321,133,0,0,0,0,0,0,1,0,1,4,0,0.889,0,1,0,0,1.931,24.1,0.3224,1.757,0.354,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,210
"133","Switzerland",0.003234,133,0.002189,138,0.003128,135,0,0,0,0,0,0,1,0,1,4,0,0.97,0,1,0,0,1.29,23.11,-0.3349,1.781,0.367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,225
"134","Tunisia",0.003224,134,0.002357,132,0.003158,134,0,0,0,0,0,0,1,0,0,3,0,0.626,0,1,0,0,2.597,23.55,0.7177,3.089,0.034,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4097000,2024,6.109,1,616
"135","Belgium",0.003142,135,0.002226,137,0.003086,136,0,0,0,0,0,0,1,0,1,4,0,0.957,0,1,0,0,1.815,23.5,0.2583,1.695,0.592,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.607,1,211
"136","Oman",0.003089,136,0.002244,136,0.00303,140,0,0,0,1,1,0,0,0,1,3,0,0.383,0,1,0,1,-0.734,22.33,-2.797,2.884,0.597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,7.707,1,698
"137","Kuwait",0.003075,137,0.002245,135,0.003054,138,0,0,0,0,1,0,0,0,1,3,0,0.449,0,1,0,1,-0.264,22.25,-4.92,2.54,0.765,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,5.907,1,690
"138","Singapore",0.003068,138,0.00199,146,0.003069,137,0,0,0,1,0,0,1,0,1,3,0,0.725,0,1,0,1,0.894,22.53,2.327,1.329,0.395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,5.907,1,830
"139","Mongolia",0.003031,139,0.002074,142,0.003222,132,0,0,0,0,0,0,1,0,2,4,0,0.741,0,1,0,1,-0.091,21.75,3.566,3.028,0.315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.7,1,712
"140","New Zealand",0.002959,140,0.002046,145,0.003037,139,0,0,0,0,0,0,1,0,1,4,0,0.98,0,1,0,1,0.657,22.35,-1.876,1.91,0.485,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,6.883,1,920
"141","Portugal",0.00294,141,0.002111,140,0.002943,141,0,0,0,0,0,0,1,0,0,4,0,0.841,0,1,0,0,1.132,23.35,0.7525,1.525,0.22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,235
"142","Austria",0.002931,142,0.002112,139,0.002857,142,0,0,0,0,0,0,1,0,1,4,0,0.906,0,1,0,0,0.795,23.13,-1.677,1.626,0.248,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.741,1,305
"143","Bulgaria",0.002915,143,0.00209,141,0.00278,144,0,0,0,0,0,0,1,0,1,3,0,0.903,0,1,0,0,0.8,22.62,2.846,2.21,0.289,0.002,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.2,1,355
"144","Qatar",0.002881,144,0.00205,144,0.002744,146,0,0,0,1,1,0,0,1,1,1,0,0.105,1,1,0,1,-2.284,21.45,-4.488,2.403,0.708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4097000,2024,5.755,1,694
"145","Sweden",0.002855,145,0.002068,143,0.002791,143,0,0,0,0,0,0,1,0,1,4,0,0.898,0,1,0,0,1.469,23.33,0.6578,1.359,0.219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,380
"146","Cuba",0.002736,146,0.002263,134,0.002505,154,0,0,0,1,1,0,0,0,1,2,0,0.073,0,1,1,0,2.135,23.39,-1.574,2.126,0.517,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4097000,2024,6.943,1,40
"147","Kosovo",0.002697,147,0.001813,155,0.002657,148,0,0,0,0,0,0,1,0,1,4,0,0.861,0,1,0,0,-0.433,20.54,15.03,2.987,0.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4097000,2024,4.087,1,347
"148","Macedonia",0.002678,148,0.001845,153,0.002593,149,0,0,0,0,0,0,1,0,1,4,0,0.774,0,1,0,1,-0.702,20.77,4.8,2.466,0.562,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,343
"149","Albania",0.002645,149,0.001911,150,0.00267,147,0,0,0,1,0,0,1,0,1,4,0,0.856,0,1,0,0,-0.491,21.37,5.163,2.668,0.139,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.807,1,339
"150","Mauritius",0.00264,150,0.001846,152,0.006221,93,0,0,0,1,0,0,1,1,1,4,0,0.791,0,1,0,1,0.48,20.26,4.821,3.421,0.466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.833,1,590
"151","Denmark",0.002617,151,0.00193,148,0.002552,150,0,0,0,0,0,0,1,0,1,4,0,0.981,0,1,0,0,1.571,22.51,3.155,1.677,0.177,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.707,1,390
"152","Armenia",0.002581,152,0.001939,147,0.002512,152,0,0,0,1,0,0,1,0,1,3,0,0.87,0,1,0,0,1.226,21.53,3.484,3.015,0.045,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,371
"153","Ireland",0.002568,153,0.001914,149,0.002514,151,0,0,0,0,0,0,1,0,1,4,0,0.976,0,1,0,0,1.411,22.36,-0.1456,1.623,0.174,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.7,1,205
"154","Solomon Islands",0.002511,154,0.001807,156,0.002508,153,0,0,0,0,0,0,1,0,1,4,0,0.852,0,1,0,0,-0.07,19.64,0.1369,3.737,0.097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4097000,2024,5.555,1,940
"155","Finland",0.002482,155,0.001869,151,0.002365,155,0,0,0,0,0,0,1,0,1,4,0,0.979,0,1,0,0,1.656,22.43,-1.098,1.305,0.138,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.755,1,375
"156","Norway",0.002409,156,0.001835,154,0.002326,156,0,0,0,0,0,0,1,0,1,4,0,0.873,0,1,0,0,2.56,22.41,1.135,1.336,0.151,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,6.907,1,385
"157","Lithuania",0.002334,157,0.001766,157,0.002247,157,0,0,0,0,0,0,1,0,1,4,0,0.821,0,1,0,0,1.664,21.46,2.187,1.757,0.284,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,368
"158","Latvia",0.002237,158,0.001696,158,0.002181,158,0,0,0,0,0,0,1,0,1,4,0,0.975,0,1,0,0,1.45,20.83,0.3596,1.657,0.547,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,367
"159","Slovenia",0.002087,159,0.001611,159,0.002051,159,0,0,0,1,0,0,1,0,1,4,0,0.868,0,1,0,0,1.673,21.02,1.311,1.187,0.258,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,349
"160","Cape Verde",0.002042,160,0.001561,160,0.002034,160,0,0,0,0,0,0,1,0,1,4,0,0.93,0,1,0,0,0.821,19,6.752,3.089,0.442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.644,1,402
"161","Estonia",0.002008,161,0.001561,161,0.001927,161,0,0,0,0,0,0,1,0,1,4,0,0.899,0,1,0,0,1.576,20.39,-0.3846,1.281,0.458,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.087,1,366
"162","Luxembourg",0.001834,162,0.001462,163,0.001823,162,0,0,0,0,0,0,1,0,1,4,0,0.952,0,1,0,0,1.804,19.37,-0.651,1.69,0.53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,7.304,1,212
"163","Montenegro",0.001832,163,0.00143,165,0.001714,165,0,0,0,0,0,0,1,0,1,3,0,0.888,0,1,0,0,1.599,19.25,2.99,1.375,0.7,0.01,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,4.248,1,341
"164","Costa Rica",0.001819,164,0.00146,164,0.001762,163,0,0,0,0,0,0,1,0,1,4,0,0.953,0,1,0,0,0.551,22.29,3.825,2.536,0.398,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,7.531,1,94
"165","Malta",0.001743,165,0.001417,166,0.001725,164,0,0,0,0,0,0,1,0,1,4,0,0.922,0,1,0,0,1.417,19.13,1.984,2.149,0.04,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4097000,2024,5.931,1,338
"166","Jamaica",0.001741,166,0.001477,162,0.001638,166,0,0,0,0,0,0,1,0,1,4,0,0.965,0,1,0,0,1.402,21.44,-0.6974,3.928,0.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.977,1,51
"167","Trinidad and Tobago",0.001683,167,0.001359,167,0.001617,167,0,0,0,0,0,0,1,0,1,4,0,0.884,0,1,0,1,0.912,20.38,1.589,3.707,0.655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.977,1,52
"168","Suriname",0.001394,168,0.001187,168,0.003254,131,0,0,0,0,0,0,1,0,1,4,0,0.918,0,1,0,0,0.456,19.28,1.941,3.279,0.73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4097000,2024,5.644,1,115
